external_gene_name,gene,HU_No_Ex_vs_NL_No_Ex_log2FoldChange,HU_No_Ex_vs_NL_No_Ex_pvalue,HU_No_Ex_vs_NL_No_Ex_padj,HU_Ex_vs_NL_Ex_log2FoldChange,HU_Ex_vs_NL_Ex_pvalue,HU_Ex_vs_NL_Ex_padj,HU_No_Ex_vs_HU_Ex_log2FoldChange,HU_No_Ex_vs_HU_Ex_pvalue,HU_No_Ex_vs_HU_Ex_padj,NL_No_Ex_vs_NL_Ex_log2FoldChange,NL_No_Ex_vs_NL_Ex_pvalue,NL_No_Ex_vs_NL_Ex_padj,
Scd1,ENSMUSG00000037071,-0.557712118,0.181103785,0.509739925,-1.167030727,0.00513418,0.626339024,-0.55624814,0.182252173,0.757248254,-1.165566748,0.005190229,1,0
Sparc,ENSMUSG00000018593,-0.460007703,0.176215959,0.503280481,0.837935232,0.013750853,0.782214976,-0.910092785,0.007454484,0.279328256,0.387850151,0.254136752,1,0
Col3a1,ENSMUSG00000026043,-0.811059072,0.076337602,0.332323039,1.09934884,0.016289859,0.808543965,-1.260143229,0.005892658,0.253508193,0.650264683,0.155319396,1,0
Tpt1,ENSMUSG00000060126,0.76980312,0.012063388,0.126319421,0.504202635,0.100145686,0.962016865,0.293809126,0.338012279,0.873050031,0.028208641,0.926710197,1,0
Atp5f1b,ENSMUSG00000025393,0.686231973,0.014562711,0.140095779,0.402855889,0.151508301,0.962016865,0.076873178,0.784328752,0.981370564,-0.206502905,0.462236353,1,0
Adipoq,ENSMUSG00000022878,-0.366121435,0.23669186,0.57917965,-0.535590789,0.083439815,0.962016865,-0.173608732,0.574740319,0.956272373,-0.343078086,0.267480656,1,0
Col1a2,ENSMUSG00000029661,-0.51640146,0.191084892,0.524496294,1.080626343,0.006221103,0.670125294,-1.080213341,0.006241821,0.262602307,0.516814462,0.19072231,1,0
Atp5f1a,ENSMUSG00000025428,0.930858152,0.00307133,0.059247012,0.577607171,0.066205984,0.962016865,0.137921309,0.660909307,0.968819509,-0.215329672,0.493459374,1,0
Col1a1,ENSMUSG00000001506,-0.812685988,0.097643932,0.37559489,1.549594211,0.001586604,0.396670602,-1.389717596,0.004618831,0.227299527,0.972562603,0.047450988,1,0
Rpsa,ENSMUSG00000032518,0.298153756,0.139682845,0.451558098,0.344627814,0.087789026,0.962016865,-0.027687713,0.890906834,0.992623792,0.018786345,0.925854259,1,0
Ppp2r5a,ENSMUSG00000026626,-0.461588686,0.1486308,0.467081724,-0.427732591,0.180730971,0.964324095,-0.284609924,0.373167323,0.890101882,-0.25075383,0.432620036,1,0
Pcx,ENSMUSG00000024892,-0.526722628,0.152364732,0.472078953,-0.524453114,0.154106593,0.962016865,-0.531448802,0.148727873,0.730767194,-0.529179287,0.150420071,1,0
Lars2,ENSMUSG00000035202,0.187138453,0.838070628,0.955286822,1.702109008,0.06306202,0.962016865,-0.689230134,0.451649322,0.922784436,0.825740421,0.367201033,1,0
Malat1,ENSMUSG00000092341,-0.034915072,0.959698087,0.992806397,-1.200215621,0.082369097,0.962016865,-0.040350494,0.953431038,0.998007965,-1.205651043,0.080988112,1,0
Ywhag,ENSMUSG00000051391,-0.2376785,0.406651232,0.73412563,-0.458686758,0.10927667,0.962016865,-0.034056634,0.905359372,0.994318114,-0.255064892,0.373152593,1,0
Rplp1,ENSMUSG00000007892,0.260911401,0.153516491,0.473559977,0.37927113,0.038016096,0.915023213,-0.10414875,0.568874979,0.955986646,0.014210978,0.938037758,1,0
Hp,ENSMUSG00000031722,0.027531565,0.949837615,0.990495143,-0.34410605,0.431683092,1,-0.071120609,0.870903224,0.992190672,-0.442758225,0.311654207,1,0
mt-Rnr2,ENSMUSG00000064339,1.243402802,0.221013707,0.560442277,1.81050024,0.074747497,0.962016865,-0.440564054,0.664552234,0.968819509,0.126533384,0.900887122,1,0
Cdo1,ENSMUSG00000033022,-0.335336203,0.150235485,0.469423719,-0.705288539,0.002476077,0.489854588,-0.116089664,0.618478223,0.963426928,-0.486042001,0.037002851,1,0
Ybx1,ENSMUSG00000028639,0.766248114,0.004480565,0.0736439,0.311442847,0.248024595,0.974532838,0.35165503,0.192104846,0.769289531,-0.103150237,0.702025805,1,0
Plaat3,ENSMUSG00000060675,-0.173159302,0.498098095,0.798459668,-0.325402719,0.202940292,0.967822701,-0.116196784,0.649404184,0.968819509,-0.268440201,0.29353086,1,0
Rps14,ENSMUSG00000024608,0.48753189,0.079579982,0.339042108,0.40586191,0.14444871,0.962016865,0.065016048,0.815144049,0.985240159,-0.016653932,0.952247505,1,0
Chpt1,ENSMUSG00000060002,0.059853853,0.827121205,0.951676864,-0.149235596,0.586043843,1,-0.174340826,0.524695191,0.943628528,-0.383430275,0.161751013,1,0
mt-Rnr1,ENSMUSG00000064337,1.225150549,0.249241182,0.590330587,1.717235647,0.106316788,0.962016865,-0.271696553,0.798321053,0.983072708,0.220388545,0.835805635,1,0
Dbi,ENSMUSG00000026385,-0.413074334,0.142111671,0.455957503,-0.193975267,0.490525078,1,-0.639825234,0.022980837,0.453410151,-0.420726167,0.134790832,1,0
Cox4i1,ENSMUSG00000031818,0.518111634,0.006586645,0.089818802,0.510773217,0.007387127,0.703852929,-0.208322347,0.274570158,0.829841069,-0.215660764,0.258075206,1,0
Ghr,ENSMUSG00000055737,0.128496719,0.607947967,0.860807361,-0.280523444,0.262724923,0.976047576,0.122875643,0.623759196,0.964886085,-0.28614452,0.253248527,1,0
Mknk2,ENSMUSG00000020190,-0.013574102,0.956930214,0.99214139,-0.590774328,0.018751883,0.825123279,0.285165949,0.256620649,0.818749774,-0.292034277,0.245223165,1,0
Sncg,ENSMUSG00000023064,-0.164138034,0.655523431,0.882515991,-0.669216678,0.06893838,0.962016865,0.229355572,0.533083036,0.94611521,-0.275723071,0.453599655,1,0
Csde1,ENSMUSG00000068823,1.47856753,0.00087706,0.029973608,0.517711739,0.244026288,0.974532838,0.754652333,0.089459407,0.667748834,-0.206203459,0.642649423,1,0
Rps2,ENSMUSG00000044533,0.564914222,0.043780769,0.249682213,0.483445997,0.08446124,0.962016865,0.098212016,0.725944292,0.973650488,0.016743792,0.952350138,1,0
Slc25a3,ENSMUSG00000061904,0.725066405,0.009787975,0.112295569,0.530718613,0.05865356,0.962016865,0.115024816,0.681937031,0.970751507,-0.079322976,0.77749033,1,0
Cs,ENSMUSG00000005683,0.500115886,0.039139065,0.235964568,0.114976226,0.63534219,1,0.147980343,0.541634634,0.948494065,-0.237159316,0.32799154,1,0
Cxcl12,ENSMUSG00000061353,-0.007609592,0.981399135,0.998696403,0.822871206,0.011698603,0.770139262,-0.361193922,0.268443904,0.826062156,0.469286876,0.150491366,1,0
Oaz1,ENSMUSG00000035242,0.755500755,0.008722828,0.105759271,0.396866194,0.168297083,0.962016865,0.21378596,0.457976561,0.924096834,-0.144848602,0.615092337,1,0
Ptp4a2,ENSMUSG00000028788,1.37564679,0.002350619,0.051529714,0.563022862,0.213144974,0.969315292,0.62426418,0.167444672,0.745824385,-0.188359748,0.677050353,1,0
Rbp4,ENSMUSG00000024990,-0.429820561,0.256458778,0.598259245,-0.423701018,0.263230001,0.976047576,-0.549892975,0.146563077,0.730718532,-0.543773432,0.151037616,1,0
Ogdh,ENSMUSG00000020456,0.7628043,0.006845159,0.09173946,0.381596189,0.176139818,0.963672071,0.347171931,0.218396227,0.792323563,-0.03403618,0.903964365,1,0
Plec,ENSMUSG00000022565,0.632728361,0.101763036,0.383364444,0.465210228,0.228941466,0.973347537,0.213045426,0.58164544,0.958933584,0.045527293,0.906274973,1,0
Tle5,ENSMUSG00000054452,1.381267995,0.001719542,0.043914367,0.723098841,0.100786678,0.962016865,0.485580915,0.270422033,0.827063886,-0.172588239,0.695305046,1,0
Eif1,ENSMUSG00000035530,0.66162491,0.009689306,0.111820618,0.437036353,0.087540583,0.962016865,0.250734709,0.326938543,0.867104222,0.026146152,0.918588093,1,0
Pfkfb3,ENSMUSG00000026773,-0.075274091,0.808636751,0.944432219,-0.298990017,0.336031523,0.988173535,-0.119638464,0.700309551,0.972133914,-0.34335439,0.26922929,1,0
Cnbp,ENSMUSG00000030057,0.79417273,0.003580851,0.064534488,0.235047384,0.388654559,1,0.409701708,0.132907816,0.713062117,-0.149423638,0.583676512,1,0
Rtn4,ENSMUSG00000020458,1.069803084,0.002671547,0.055255106,0.433072559,0.224114878,0.970397774,0.570838154,0.10904176,0.683201159,-0.065892371,0.853260401,1,0
Rplp2,ENSMUSG00000025508,0.164678116,0.381640829,0.714555275,0.214523111,0.254353879,0.974532838,-0.18688548,0.320780036,0.863098544,-0.137040485,0.466524512,1,0
Anapc5,ENSMUSG00000029472,1.740609205,0.000283237,0.017158834,0.577105171,0.22876994,0.973347537,0.99120557,0.038705927,0.536224106,-0.172298464,0.71936258,1,0
Bsg,ENSMUSG00000023175,0.789179844,0.004668429,0.074811687,0.371420179,0.183045901,0.964658317,0.247042803,0.375812767,0.891768732,-0.170716863,0.540572773,1,0
Mdh1,ENSMUSG00000020321,0.406527033,0.049351138,0.265356704,0.085454156,0.679468476,1,0.068951494,0.738850242,0.975562608,-0.252121384,0.222818973,1,0
Abcd2,ENSMUSG00000055782,-0.330977032,0.361176963,0.696507901,-0.410720352,0.257131455,0.974577785,-0.173762161,0.631684368,0.96648535,-0.253505481,0.484252817,1,0
Chchd2,ENSMUSG00000070493,0.504295641,0.015220996,0.143352362,0.204627774,0.324687048,0.988173535,0.070803347,0.733274179,0.974419153,-0.22886452,0.270683892,1,0
Rps15,ENSMUSG00000063457,0.482463806,0.019401927,0.162653274,0.35745847,0.083240472,0.962016865,-0.089483016,0.664567766,0.968819509,-0.214488352,0.29867097,1,0
Taldo1,ENSMUSG00000025503,-0.237654979,0.326034392,0.666641815,0.074458349,0.758251147,1,-0.497493611,0.039793222,0.54033802,-0.185380283,0.443497508,1,0
Eno1,ENSMUSG00000063524,-0.456069069,0.182539827,0.512254174,0.168781922,0.621739082,1,-0.738497103,0.030895084,0.500384347,-0.113646112,0.739726138,1,0
Trarg1,ENSMUSG00000046275,-0.199994895,0.6423922,0.877970691,-0.311165705,0.469974247,1,-0.228999119,0.594945228,0.960656888,-0.340169929,0.42959044,1,0
Eif5a,ENSMUSG00000078812,0.410847229,0.03622146,0.227079785,0.378403731,0.053730938,0.962016865,0.004358421,0.982273226,1,-0.028085076,0.886158505,1,0
Uqcrc1,ENSMUSG00000025651,0.984150666,0.002625102,0.054776663,0.683033322,0.036796007,0.915023213,0.114713961,0.725806336,0.973650488,-0.186403383,0.568825359,1,0
Atp5f1c,ENSMUSG00000025781,0.973446251,0.003728677,0.066069803,0.706499067,0.035298171,0.915023213,0.082026757,0.806914638,0.983635573,-0.184920426,0.581702973,1,0
Eef1g,ENSMUSG00000071644,0.552774293,0.041949262,0.243915101,0.474523033,0.080814811,0.962016865,0.119656073,0.659718134,0.968819509,0.041404813,0.878915988,1,0
Serpinh1,ENSMUSG00000070436,-0.466300311,0.109516734,0.397380426,0.367256827,0.207416012,0.967822701,-0.787552827,0.006873538,0.270432457,0.046004311,0.874517905,1,0
Slc25a10,ENSMUSG00000025792,-0.430547219,0.1200536,0.415358125,-0.644975652,0.019838747,0.831237559,-0.366604392,0.185657854,0.761208221,-0.581032825,0.035845851,1,0
Rpl9,ENSMUSG00000047215,0.264437214,0.228220652,0.567899596,0.42443902,0.053108782,0.962016865,-0.114182752,0.602855363,0.962079529,0.045819053,0.834619114,1,0
Gpi1,ENSMUSG00000036427,1.196854252,0.000335221,0.018903118,0.580979534,0.081708263,0.962016865,0.415884355,0.212645553,0.787724721,-0.199990363,0.549035614,1,0
Rpl10a,ENSMUSG00000037805,0.191889098,0.329050098,0.669449325,0.292762977,0.136437173,0.962016865,-0.118959457,0.545135526,0.950299507,-0.018085578,0.926700098,1,0
Agpat2,ENSMUSG00000026922,-0.574672575,0.112302146,0.402358058,-0.272894336,0.450720359,1,-0.657875845,0.069100493,0.625802844,-0.356097607,0.325012818,1,0
Rpl18,ENSMUSG00000059070,0.237499554,0.200545272,0.53682308,0.325445347,0.079426586,0.962016865,-0.088028199,0.635201387,0.967300294,-8.24E-05,0.999645628,1,0
Serpine2,ENSMUSG00000026249,0.152350464,0.578985801,0.84550339,0.52257197,0.057003358,0.962016865,-0.265669587,0.333246159,0.870436498,0.10455192,0.703361101,1,0
Atp5mc3,ENSMUSG00000018770,0.572153265,0.014065919,0.137383131,0.508747565,0.028990349,0.883122691,-0.104585878,0.653489842,0.968819509,-0.167991578,0.470937948,1,0
Ugp2,ENSMUSG00000001891,1.013933755,0.004355835,0.072390025,0.567804582,0.110353995,0.962016865,0.293870276,0.408568643,0.906240412,-0.152258896,0.668573236,1,0
Atp5pb,ENSMUSG00000000563,1.107044368,0.002821226,0.056525394,0.782869239,0.034686689,0.915023213,0.149410839,0.686860256,0.970751507,-0.17476429,0.637336756,1,0
Steap4,ENSMUSG00000012428,-0.242789363,0.51786898,0.811405871,-0.177483671,0.63638314,1,-0.372553993,0.32109637,0.863218425,-0.307248301,0.413103708,1,0
Rpl41,ENSMUSG00000093674,-0.97237747,0.026149313,0.191861493,0.417009433,0.340085518,0.988173535,-1.350938498,0.002002733,0.1515964,0.038448404,0.929909639,1,0
Rps20,ENSMUSG00000028234,0.316954929,0.069696043,0.317124953,0.396596424,0.023237702,0.864779091,-0.029466287,0.86608776,0.99209571,0.050175208,0.774015382,1,0
Fau,ENSMUSG00000038274,0.106840005,0.604799525,0.859439344,0.406861396,0.048723782,0.950013149,-0.279695767,0.175477624,0.753431384,0.020325624,0.921563966,1,0
Rps23,ENSMUSG00000049517,0.094672653,0.651520331,0.880898704,0.410062529,0.050431551,0.956263428,-0.185473638,0.376264685,0.892054942,0.129916239,0.53538029,1,0
Prxl2a,ENSMUSG00000021792,-0.173535984,0.580166673,0.845596107,-0.327398225,0.296621896,0.982391778,-0.160789632,0.608325256,0.962079529,-0.314651872,0.315781995,1,0
Cox8a,ENSMUSG00000035885,-0.296242022,0.362194835,0.697597043,0.129203787,0.691002561,1,-0.608725963,0.061161932,0.611132346,-0.183280153,0.572845719,1,0
Idh3a,ENSMUSG00000032279,1.525717317,0.000712604,0.026317159,0.91014378,0.043484779,0.924040143,0.418349855,0.353320802,0.879463901,-0.197223682,0.661770881,1,0
Ilrun,ENSMUSG00000056692,1.082885974,0.004977928,0.07694156,0.420056781,0.276005724,0.9789613,0.532152121,0.167530803,0.745824385,-0.130677072,0.73470468,1,0
Phlda3,ENSMUSG00000041801,-0.306513958,0.34573385,0.685304849,-0.396450968,0.222574139,0.97006561,-0.18641435,0.56638579,0.955944075,-0.27635136,0.395151863,1,0
Acly,ENSMUSG00000020917,-0.966849677,0.007225431,0.094850976,-0.616778583,0.086391433,0.962016865,-1.300109608,0.000303635,0.046909145,-0.950038514,0.008259415,1,0
Bag1,ENSMUSG00000028416,0.386218167,0.043229549,0.247701503,0.279156027,0.143989082,0.962016865,0.033167973,0.862177618,0.991356988,-0.073894166,0.69893361,1,0
A530016L24Rik,ENSMUSG00000043122,-0.355822985,0.334077055,0.673033338,-0.800194237,0.029827322,0.884382277,0.053268831,0.885040145,0.992623792,-0.391102421,0.28826322,1,0
Sdhb,ENSMUSG00000009863,0.930617155,0.0034231,0.062783703,0.645813146,0.042229406,0.916599887,0.042019745,0.89484423,0.99340039,-0.242784263,0.445155634,1,0
Sult1a1,ENSMUSG00000030711,-0.157127322,0.654635093,0.882308366,-0.50986822,0.146596865,0.962016865,0.01920351,0.956405543,0.998007965,-0.333537388,0.34224682,1,0
Kif1b,ENSMUSG00000063077,0.765062482,0.029845572,0.204119885,-0.131807226,0.708247547,1,0.487219111,0.166582513,0.745824385,-0.409650597,0.244809576,1,0
Atp5f1d,ENSMUSG00000003072,0.669212386,0.00571839,0.083776282,0.52274903,0.030865396,0.890121862,-0.028492974,0.906321922,0.994627617,-0.174956331,0.470041581,1,0
Rps16,ENSMUSG00000037563,0.234600257,0.233718516,0.575060433,0.476938684,0.015493628,0.806804483,-0.06291874,0.749449561,0.977935207,0.179419686,0.362479993,1,0
Ppp1cb,ENSMUSG00000014956,1.248162562,0.002884291,0.057131959,0.411725924,0.325672509,0.988173535,0.647804934,0.121958798,0.703390277,-0.188631704,0.652507652,1,0
Lgals12,ENSMUSG00000024972,-0.253796984,0.564565167,0.838576555,-0.48009588,0.275797931,0.9789613,-0.118318717,0.788280899,0.98189601,-0.344617613,0.434020933,1,0
Aacs,ENSMUSG00000029482,-0.536821516,0.347554376,0.686916172,-0.649207488,0.25592353,0.974532838,-0.290085001,0.611753631,0.962518608,-0.402470973,0.481221571,1,0
Rps17,ENSMUSG00000061787,0.308174952,0.086055704,0.35314303,0.403776989,0.024511829,0.872610853,-0.058928959,0.742724886,0.976143829,0.036673078,0.838147039,1,0
Rpl31,ENSMUSG00000073702,0.271246561,0.184446056,0.514667119,0.278486875,0.172996802,0.962016865,-0.040954745,0.841180936,0.988361655,-0.033714432,0.868968154,1,0
Capzb,ENSMUSG00000028745,0.698465102,0.018702548,0.15951066,0.415487508,0.161949533,0.962016865,0.329654783,0.267085192,0.825655517,0.046677189,0.87515329,1,0
Lpin1,ENSMUSG00000020593,0.46736011,0.155988418,0.475586194,-0.308911672,0.348435654,0.98891856,0.512528888,0.119797757,0.699810239,-0.263742895,0.423350126,1,0
Car5b,ENSMUSG00000031373,-0.340750604,0.258470502,0.600021223,-0.422983669,0.160639852,0.962016865,-0.152848356,0.612299153,0.962558172,-0.235081421,0.435486002,1,0
Hadhb,ENSMUSG00000059447,0.282482412,0.223872257,0.563777303,0.228317184,0.325518869,0.988173535,-0.095373427,0.68132304,0.970751507,-0.149538655,0.519617254,1,0
Crip1,ENSMUSG00000006360,-0.664222355,0.086702991,0.354267967,0.866710061,0.025372135,0.872610853,-1.115390575,0.004018894,0.215193513,0.41554184,0.283774592,1,0
Thbs4,ENSMUSG00000021702,-0.369541779,0.490835462,0.793510613,2.12188984,7.63E-05,0.073606061,-1.126951864,0.035625747,0.525410084,1.364479755,0.010971722,1,0
Tpm3,ENSMUSG00000027940,0.352102196,0.390278674,0.721299618,0.94544143,0.021064018,0.841522917,-0.387707453,0.344126654,0.875296304,0.205631781,0.615876597,1,0
Adipor1,ENSMUSG00000026457,1.181214018,0.005306525,0.080017943,0.443872443,0.294860616,0.982391778,0.578177051,0.172369149,0.752214336,-0.159164523,0.70721121,1,0
Dgat1,ENSMUSG00000022555,-0.319934326,0.373604732,0.707591894,-0.256333497,0.475837003,1,-0.411128992,0.252919793,0.815275341,-0.347528163,0.33367486,1,0
Scn1b,ENSMUSG00000019194,2.459359781,0.000879217,0.029973608,1.36480713,0.064891246,0.962016865,0.889298053,0.228981659,0.798625037,-0.205254598,0.781321,1,0
Adrb3,ENSMUSG00000031489,-0.771358589,0.011688185,0.124239796,-1.004642364,0.001018829,0.332779165,-0.368095362,0.22901179,0.798625037,-0.601379138,0.049172105,1,0
Eef1b2,ENSMUSG00000025967,0.390600797,0.155401527,0.475401072,0.387514006,0.158720868,0.962016865,0.048308134,0.860523741,0.990920486,0.045221343,0.86936077,1,0
Eif3h,ENSMUSG00000022312,0.385931944,0.066024268,0.308518236,0.418903395,0.046022508,0.94031861,-0.010284599,0.960928329,0.998007965,0.022686852,0.913954674,1,0
Bscl2,ENSMUSG00000071657,-0.359040841,0.228965257,0.56851899,-0.324187357,0.277251141,0.9789613,-0.317108032,0.288062812,0.839622681,-0.282254548,0.344094519,1,0
Oip5os1,ENSMUSG00000085438,1.42804145,0.061797685,0.298774898,0.734912547,0.336462425,0.988173535,0.531011312,0.487346981,0.93027303,-0.162117591,0.8320883,1,0
Capza2,ENSMUSG00000015733,1.19835925,0.002775225,0.055979012,0.420172916,0.294271296,0.982279162,0.690020912,0.084955144,0.655437803,-0.088165422,0.825821805,1,0
Mlf2,ENSMUSG00000030120,0.561211139,0.008243876,0.102594514,0.233238432,0.272271829,0.976299843,0.216176584,0.308844017,0.854563924,-0.111796124,0.598732736,1,0
Chst1,ENSMUSG00000027221,-0.426416374,0.343490085,0.682901869,-0.449753111,0.317678205,0.985989998,-0.265336571,0.555591573,0.953606531,-0.288673308,0.521254294,1,0
Uqcrc2,ENSMUSG00000030884,0.693042047,0.02212917,0.174874164,0.406492579,0.179571639,0.964041931,0.106276687,0.725655637,0.973650488,-0.180272781,0.551749191,1,0
Rpl37a,ENSMUSG00000046330,0.137918057,0.566738042,0.839243951,0.439252884,0.068044363,0.962016865,-0.278221174,0.247817233,0.812814642,0.023113652,0.92350941,1,0
Rpl15,ENSMUSG00000012405,0.329795437,0.266599442,0.608992131,0.397527811,0.180553283,0.964324095,-0.034044173,0.908699208,0.994666512,0.0336882,0.909652657,1,0
Lum,ENSMUSG00000036446,-0.19718489,0.599773179,0.85602775,1.110767343,0.00311748,0.530708085,-0.75941629,0.043284449,0.558288509,0.548535942,0.144379509,1,0
Tmem109,ENSMUSG00000034659,0.967372189,0.000176469,0.01358126,0.294583907,0.253475903,0.974532838,0.456730191,0.076577542,0.637651119,-0.216058091,0.402326062,1,0
Hdgf,ENSMUSG00000004897,0.919298606,0.004739857,0.075040484,0.298240899,0.359584067,0.991826229,0.421164218,0.195689313,0.772518009,-0.199893489,0.539203256,1,0
Cdkn2c,ENSMUSG00000028551,-0.197588819,0.511473754,0.80780251,-0.296975627,0.323655692,0.988173535,-0.18740759,0.533526781,0.94611521,-0.286794398,0.340456102,1,0
Calm2,ENSMUSG00000036438,0.267887262,0.315392502,0.65678996,0.44769414,0.093408834,0.962016865,-0.029072939,0.913238155,0.995015457,0.150733938,0.572160361,1,0
Dynll2,ENSMUSG00000020483,0.520791895,0.078100827,0.336558102,-0.169241959,0.566994973,1,0.429617355,0.146163283,0.730718532,-0.260416499,0.378324692,1,0
Nrdc,ENSMUSG00000053510,1.038126841,0.005365442,0.080571293,0.402909469,0.27993952,0.980321319,0.553966338,0.137338199,0.717596218,-0.081251034,0.827524223,1,0
Spop,ENSMUSG00000057522,0.859944878,0.026417957,0.19272856,0.326002506,0.400044586,1,0.390726034,0.313110736,0.857828339,-0.143216337,0.711615041,1,0
Pdk2,ENSMUSG00000038967,1.762535445,0.000891468,0.030161885,0.946024836,0.074528611,0.962016865,0.610255099,0.249906831,0.813614826,-0.20625551,0.697446899,1,0
Naa50,ENSMUSG00000022698,1.104872485,0.002242392,0.050515787,0.364509834,0.313400763,0.984939439,0.594498039,0.100079944,0.676347508,-0.145864612,0.686658156,1,0
Ndufv1,ENSMUSG00000037916,0.918771912,0.00060221,0.024474083,0.554202892,0.038519861,0.915023213,0.180334202,0.500641228,0.936121556,-0.184234818,0.49160154,1,0
Idh3g,ENSMUSG00000002010,0.501369268,0.029874753,0.204119885,0.313930795,0.173892439,0.963672071,0.076857212,0.739185247,0.975620311,-0.110581262,0.631963811,1,0
Amotl2,ENSMUSG00000032531,-0.181966853,0.564245451,0.838350271,-0.990134517,0.00170684,0.406649643,0.377837259,0.231428898,0.799604527,-0.430330405,0.172591683,1,0
Cdk16,ENSMUSG00000031065,0.68849576,0.007962946,0.100628297,0.228490816,0.378524888,0.997753492,0.247820289,0.339473101,0.873361462,-0.212184654,0.413508948,1,0
Dcaf8,ENSMUSG00000026554,0.817277406,0.007210192,0.094789704,0.244522795,0.421506507,1,0.438119815,0.149746025,0.731391226,-0.134634795,0.658073069,1,0
Rpl27,ENSMUSG00000063316,0.398824552,0.013705079,0.135479313,0.38514735,0.017305693,0.820671239,0.005270249,0.97401425,1,-0.008406953,0.958567865,1,0
Vdac2,ENSMUSG00000021771,0.564370962,0.025916072,0.191156093,0.285995865,0.259007976,0.976047576,0.132630324,0.60063317,0.960820737,-0.145744773,0.56516609,1,0
Sdhc,ENSMUSG00000058076,0.646894358,0.019942406,0.16532928,0.41638921,0.134110456,0.962016865,0.091448252,0.742119407,0.976143829,-0.139056896,0.616896957,1,0
Slc36a2,ENSMUSG00000020264,-0.353303771,0.354351037,0.692022299,-0.365614581,0.337771042,0.988173535,-0.204114261,0.592639171,0.959934489,-0.216425071,0.57037328,1,0
Vapb,ENSMUSG00000054455,0.787768647,0.009337947,0.109730061,0.326477516,0.281426217,0.980491439,0.392912048,0.194793795,0.771986159,-0.068379083,0.821517405,1,0
Insig1,ENSMUSG00000045294,-0.634976743,0.025131506,0.187852509,-0.958360071,0.000720525,0.286105097,-0.321794372,0.256590921,0.818749774,-0.6451777,0.022765964,1,0
Zfp91,ENSMUSG00000024695,1.002981445,0.011350741,0.122100473,0.391461881,0.323142446,0.988173535,0.502738123,0.204423162,0.780564572,-0.10878144,0.783664763,1,0
Prkaca,ENSMUSG00000005469,0.162470603,0.347970825,0.686932519,-0.155264825,0.369700294,0.995320482,0.080338013,0.642701957,0.968819509,-0.237397415,0.170056815,1,0
Vegfb,ENSMUSG00000024962,0.253917813,0.208177567,0.547090277,-0.159001532,0.430478561,1,0.012304348,0.951373264,0.998007965,-0.400614998,0.046969973,1,0
Mcam,ENSMUSG00000032135,-0.60406808,0.020917923,0.169828186,-0.930593317,0.000373273,0.184369758,0.05445103,0.835193946,0.98731927,-0.272074207,0.297883384,1,0
Phyh,ENSMUSG00000026664,0.399999379,0.023074564,0.179277769,0.281954941,0.109265467,0.962016865,0.063242379,0.719414491,0.973474862,-0.05480206,0.755586448,1,0
Polr2m,ENSMUSG00000032199,0.842835185,0.006535901,0.089487993,0.347075125,0.262832201,0.976047576,0.438580465,0.157005539,0.738702048,-0.057179594,0.853647109,1,0
Ndufs7,ENSMUSG00000020153,1.209193771,0.000272695,0.016920323,0.630058848,0.057890205,0.962016865,0.339933231,0.306084261,0.852838668,-0.239201692,0.471600234,1,0
Smim10l1,ENSMUSG00000072704,1.098458741,0.001033668,0.032981745,0.318378413,0.341675493,0.988173535,0.628377793,0.060503626,0.60796134,-0.151702535,0.650512308,1,0
Scd2,ENSMUSG00000025203,-1.391760863,0.000265961,0.016757005,-1.24242963,0.001123719,0.34763842,-0.889664639,0.019791026,0.424297129,-0.740333405,0.05218359,1,0
Epn1,ENSMUSG00000035203,0.610834963,0.050055037,0.267272711,0.411082474,0.187332861,0.964658317,0.245804371,0.430393841,0.913243431,0.046051882,0.882574315,1,0
Amy1,ENSMUSG00000074264,-0.080550841,0.762825154,0.926563753,-0.46271554,0.082922298,0.962016865,-0.060021078,0.822125903,0.986103063,-0.442185778,0.097437056,1,0
Sod2,ENSMUSG00000006818,0.985320182,0.002148224,0.049387113,0.608389483,0.058109297,0.962016865,0.190055736,0.553809964,0.953361711,-0.186874963,0.560610253,1,0
Tmem259,ENSMUSG00000013858,0.304117419,0.075866221,0.331166766,0.18494426,0.280288063,0.980321319,-0.004707992,0.978077018,1,-0.123881151,0.469533021,1,0
Rpl36,ENSMUSG00000057863,0.217626656,0.30503359,0.646438838,0.640851576,0.002522943,0.49127032,-0.287456851,0.175424399,0.753431384,0.135768069,0.52227031,1,0
Sdhd,ENSMUSG00000000171,0.645831914,0.029487047,0.20333749,0.648535318,0.028818916,0.883122691,-0.020142877,0.945861336,0.997317572,-0.017439474,0.953132372,1,0
Apcdd1,ENSMUSG00000071847,-0.606466598,0.134177112,0.442453838,-0.909382268,0.024699666,0.872610853,0.064889232,0.87271072,0.992190672,-0.238026437,0.556490163,1,0
Bhlhe40,ENSMUSG00000030103,-0.013473538,0.956025094,0.991867738,-0.129731546,0.595353298,1,-0.149741515,0.540042109,0.948003885,-0.265999523,0.276107569,1,0
Ankrd40,ENSMUSG00000020864,1.0519176,0.007395004,0.096092182,0.478359592,0.223239411,0.970397774,0.413880976,0.291904968,0.841335301,-0.159677032,0.684356807,1,0
Atp5pf,ENSMUSG00000022890,1.002092513,0.003187777,0.060554264,0.686915636,0.043223213,0.921382409,0.087160995,0.797523106,0.982784601,-0.228015882,0.502282449,1,0
