external_gene_name,gene,HU_No_Ex_vs_NL_No_Ex_log2FoldChange,HU_No_Ex_vs_NL_No_Ex_pvalue,HU_No_Ex_vs_NL_No_Ex_padj,HU_Ex_vs_NL_Ex_log2FoldChange,HU_Ex_vs_NL_Ex_pvalue,HU_Ex_vs_NL_Ex_padj,HU_No_Ex_vs_HU_Ex_log2FoldChange,HU_No_Ex_vs_HU_Ex_pvalue,HU_No_Ex_vs_HU_Ex_padj,NL_No_Ex_vs_NL_Ex_log2FoldChange,NL_No_Ex_vs_NL_Ex_pvalue,NL_No_Ex_vs_NL_Ex_padj,
AW011738,ENSMUSG00000078349,0.184026753,0.778508457,0.933075671,-0.123089177,0.850584237,1,0.018849303,0.977041364,1,-0.288266627,0.658758223,1,0
Tmem147os,ENSMUSG00000097320,0.985997183,0.156886945,0.476749145,-0.434587856,0.534061574,1,0.986249234,0.157715905,0.739136649,-0.434335805,0.533379488,1,0
Dio2,ENSMUSG00000007682,-0.693021915,0.55715289,0.83403169,0.624560212,0.595953261,1,-1.101585415,0.350687433,0.876510077,0.215996712,0.854517015,1,0
Vipr2,ENSMUSG00000011171,-0.437334307,0.553062478,0.830469086,1.084800287,0.138794837,0.962016865,-1.362007103,0.064152125,0.614104874,0.160127491,0.827383747,1,0
Cdk18,ENSMUSG00000026437,1.339427384,0.083121054,0.346426934,1.719577741,0.026900113,0.872610853,0.157420832,0.838095178,0.987955339,0.537571189,0.490457845,1,0
Kcnip3,ENSMUSG00000079056,0.035525118,0.949018857,0.990314064,0.213565785,0.699506382,1,-0.343243985,0.536637722,0.947250749,-0.165203317,0.765308266,1,0
Slc25a13,ENSMUSG00000015112,-0.294151604,0.704233752,0.902644946,0.680686787,0.37798687,0.997753492,-0.893646118,0.248406007,0.813153485,0.081192273,0.916319201,1,0
Gm6542,ENSMUSG00000085172,0.989845964,0.066664952,0.309881831,-0.481733333,0.3728137,0.996266642,0.777833591,0.150139941,0.731391226,-0.693745707,0.198686898,1,0
Peg10,ENSMUSG00000092035,0.102942408,0.903857846,0.976560758,-0.713015338,0.402896348,1,0.365950278,0.668349962,0.968854238,-0.450007469,0.596714527,1,0
Zik1,ENSMUSG00000030393,-0.427113023,0.592200202,0.851932132,-0.546223571,0.492144817,1,-0.232454921,0.771144981,0.98059888,-0.351565469,0.657689495,1,0
Gm4482,ENSMUSG00000107066,-0.827703513,0.273088637,0.616327736,-1.336480222,0.07548112,0.962016865,-0.178250649,0.814373427,0.984877148,-0.687027359,0.358272455,1,0
Cdca8,ENSMUSG00000028873,-0.361960739,0.659160011,0.883478385,1.25960776,0.122767078,0.962016865,-1.458015812,0.074944319,0.634036928,0.163552686,0.841545035,1,0
Nek3,ENSMUSG00000031478,-0.278592052,0.604648075,0.859292224,-0.739609546,0.169310956,0.962016865,0.198918871,0.713763332,0.973276298,-0.262098623,0.623486129,1,0
Trim30d,ENSMUSG00000057596,0.448743882,0.676949269,0.893527751,0.793355603,0.46070769,1,-0.564068335,0.600002504,0.960820737,-0.219456614,0.838521192,1,0
Pcdhb4,ENSMUSG00000045689,-1.405197962,0.13881232,0.450123422,-1.322296134,0.161609518,0.962016865,-0.528232704,0.579419948,0.957974314,-0.445330876,0.635997955,1,0
Cetn4,ENSMUSG00000045031,-0.122420545,0.796602683,0.940400218,0.421009322,0.370804887,0.995621502,-0.672973915,0.155698068,0.736145865,-0.129544049,0.783447655,1,0
Gm5425,ENSMUSG00000111875,-0.174668875,0.767000442,0.92831074,0.667781834,0.254409625,0.974532838,-0.827574181,0.159603199,0.742166664,0.014876528,0.979781036,1,0
Tlr6,ENSMUSG00000051498,0.536450094,0.357880952,0.694426475,0.958192466,0.103143879,0.962016865,0.174959304,0.764269656,0.980337312,0.596701675,0.310167622,1,0
Csmd1,ENSMUSG00000060924,-1.177947687,0.214977164,0.554895224,-0.814430225,0.388110738,1,-0.949360116,0.318408831,0.861225224,-0.585842654,0.534041199,1,0
Fjx1,ENSMUSG00000075012,0.067296506,0.916773008,0.981301919,0.503563452,0.43385914,1,-0.308193732,0.632201324,0.966716227,0.128073214,0.842249056,1,0
Naip5,ENSMUSG00000071203,-1.942425849,0.046098777,0.256482552,-0.502422083,0.601394267,1,-1.790010839,0.066396736,0.619221016,-0.350007072,0.71557355,1,0
Rhbdl1,ENSMUSG00000025735,1.491441748,0.091407726,0.364411592,-1.150548455,0.193279882,0.964658317,1.366802383,0.122303134,0.704513896,-1.27518782,0.148873128,1,0
Kif22,ENSMUSG00000030677,-1.865635231,0.167371668,0.492502257,1.385394083,0.302262527,0.982391778,-2.646068075,0.050101742,0.577483154,0.60496124,0.6525116,1,0
Rab2b,ENSMUSG00000022159,-0.947602054,0.045229819,0.254091828,0.441811654,0.339735706,0.988173535,-1.350170147,0.00430927,0.220653444,0.039243561,0.932454312,1,0
Dnph1,ENSMUSG00000040658,3.087736672,0.000284309,0.017165784,2.321265401,0.00687662,0.689398154,1.143329137,0.175032896,0.753431384,0.376857866,0.663613404,1,0
mt-Tl2,ENSMUSG00000064366,2.189003157,0.00953279,0.11078548,0.60551401,0.474651896,1,1.319294912,0.117286855,0.69486434,-0.264194234,0.755672388,1,0
Gm45552,ENSMUSG00000110279,0.189915358,0.71873022,0.909546246,-0.188804351,0.720020534,1,0.107105104,0.839443874,0.988361655,-0.271614605,0.605192997,1,0
Siah1b,ENSMUSG00000040749,-0.651910071,0.270439715,0.613475644,1.264951302,0.031764313,0.898406573,-1.220422835,0.038873462,0.536374096,0.696438538,0.237650667,1,0
Ctnna3,ENSMUSG00000060843,3.215718811,0.020020931,0.16559748,1.199496021,0.386269526,1,1.761910111,0.201411043,0.778089548,-0.254312678,0.854606838,1,0
Hic2,ENSMUSG00000050240,-0.580658151,0.39403567,0.725217182,-0.622890256,0.358056669,0.991786325,-0.350516984,0.608089855,0.962079529,-0.392749089,0.560928994,1,0
Gm16364,ENSMUSG00000086915,-0.24199471,0.601962367,0.857378012,-0.926733966,0.044232581,0.933077082,0.010789156,0.981597251,1,-0.673950101,0.140107463,1,0
Gpr162,ENSMUSG00000038390,0.138767292,0.812624965,0.945496423,1.338598434,0.021884755,0.852284961,-0.892087385,0.12595902,0.70910025,0.307743756,0.599705028,1,0
Ccdc42,ENSMUSG00000045915,-0.411283419,0.482423461,0.787769997,-0.641928485,0.267457981,0.976047576,-0.531311157,0.365087323,0.886708827,-0.761956223,0.187235966,1,0
Dnai4,ENSMUSG00000035126,0.816027468,0.098717781,0.377497251,-0.301002442,0.544443165,1,0.74144047,0.134885423,0.715368617,-0.375589439,0.447937087,1,0
AA467197,ENSMUSG00000033213,-1.124597082,0.116986967,0.410392146,1.450622674,0.040016488,0.915023213,-2.302275765,0.001286459,0.110717684,0.272943991,0.700107177,1,0
Pcdhgb7,ENSMUSG00000104063,0.102680995,0.794491935,0.939454766,-1.545445738,0.000107343,0.086951807,0.89442911,0.027035752,0.478750663,-0.753697623,0.052380779,1,0
Ttll11,ENSMUSG00000026885,0.352489641,0.721251474,0.910359783,0.654772398,0.506848975,1,-0.473239731,0.631539131,0.96648535,-0.170956973,0.862571555,1,0
Gm38560,ENSMUSG00000112375,1.808416922,0.01044021,0.116716862,1.606838404,0.023514622,0.864779091,0.38920285,0.579288672,0.957974314,0.187624333,0.792595247,1,0
Oaz2-ps,ENSMUSG00000083610,1.724517286,0.014681307,0.140633122,-0.330858131,0.641750349,1,1.645502191,0.020137998,0.426791569,-0.409873225,0.563609033,1,0
Gm9856,ENSMUSG00000110945,0.305879033,0.688250155,0.897301939,-0.65522039,0.390000268,1,0.388291644,0.611308716,0.962518608,-0.572807779,0.451347014,1,0
Pole2,ENSMUSG00000020974,-0.104378981,0.868086273,0.965549695,0.821611764,0.188589069,0.964658317,-0.8923324,0.154641584,0.735288744,0.033658344,0.957150027,1,0
Gpr88,ENSMUSG00000068696,-1.107751201,0.166004953,0.490654494,1.517704902,0.055979707,0.962016865,-1.896442282,0.017577559,0.406007137,0.729013821,0.35923163,1,0
Mpped2,ENSMUSG00000016386,0.367928012,0.763975059,0.926889982,1.465231336,0.231814284,0.974532838,-0.712928878,0.560296816,0.954300394,0.384374446,0.75401077,1,0
Lrrn4,ENSMUSG00000043110,0.226901846,0.778794533,0.933075671,-0.551770532,0.494259594,1,0.247849641,0.75937337,0.979754052,-0.530822738,0.510077083,1,0
Gm15883,ENSMUSG00000086868,0.059200307,0.954896861,0.991385509,-2.140211643,0.041480757,0.915023213,1.142755714,0.277669237,0.831450993,-1.056656236,0.311391451,1,0
Gm45606,ENSMUSG00000109715,-0.074244212,0.92513141,0.983339272,0.717137207,0.363192445,0.992247578,-0.624238442,0.429144699,0.912768764,0.167142977,0.832276553,1,0
Zdhhc23,ENSMUSG00000036304,1.88358167,0.040942079,0.240712575,1.322016497,0.152591011,0.962016865,0.668252582,0.466939148,0.925582934,0.106687409,0.908379649,1,0
BE692007,ENSMUSG00000099757,0.26083911,0.706809058,0.90380762,-0.287728223,0.677359365,1,-0.005151049,0.994076203,1,-0.553718381,0.423072799,1,0
Bub1b,ENSMUSG00000040084,-0.732548152,0.367220139,0.702474027,1.324518895,0.101498264,0.962016865,-1.470208809,0.070008593,0.62744744,0.586858238,0.468627995,1,0
Ikzf5,ENSMUSG00000040167,0.398007992,0.603049562,0.857700249,-0.522124399,0.495459624,1,0.483554355,0.528417565,0.94468122,-0.436578037,0.567859,1,0
Fam181b,ENSMUSG00000051515,0.859796634,0.154247813,0.474662497,0.614398998,0.309823338,0.9840301,0.236467755,0.694595355,0.972057351,-0.008929881,0.988246618,1,0
Gm14286,ENSMUSG00000087445,-0.418604909,0.431739994,0.750772068,-0.270456811,0.606102924,1,-0.749335975,0.159388051,0.741767584,-0.601187878,0.251620146,1,0
Gm42732,ENSMUSG00000107331,-0.41380842,0.621543992,0.866802625,-0.944015978,0.258866047,0.976047576,-0.069456827,0.934158289,0.996802713,-0.599664384,0.471907311,1,0
Rps13-ps2,ENSMUSG00000069972,1.313078271,0.07138528,0.321569061,0.595912799,0.413943718,1,0.50791294,0.484444747,0.929672814,-0.209252533,0.774750149,1,0
Kif11,ENSMUSG00000012443,-1.549937546,0.239950051,0.582480617,1.118764449,0.394009649,1,-2.179567989,0.098333305,0.672840168,0.489134006,0.709485692,1,0
Gdap1,ENSMUSG00000025777,2.138472591,0.005760236,0.083843997,1.249443755,0.10986501,0.962016865,1.281686413,0.09698279,0.671019347,0.392657577,0.616348165,1,0
Eme2,ENSMUSG00000073436,-1.625309993,0.013800346,0.136046076,0.297641507,0.643755304,1,-2.056204513,0.001830574,0.142572964,-0.133253013,0.836043688,1,0
Arhgef26,ENSMUSG00000036885,0.028313404,0.968154581,0.995411231,-0.372370437,0.599180876,1,0.082675689,0.907398089,0.994627617,-0.318008152,0.652826906,1,0
Gm6311,ENSMUSG00000061833,0.119886464,0.851133713,0.959967907,0.712648567,0.264666485,0.976047576,-0.331788755,0.603284951,0.962079529,0.260973348,0.683096946,1,0
C030037D09Rik,ENSMUSG00000087574,1.574321409,0.049212179,0.264847779,0.813230637,0.31095895,0.984249719,0.697904811,0.382130979,0.896803586,-0.063185961,0.937401572,1,0
Zscan2,ENSMUSG00000038797,-0.273368739,0.759029341,0.925133393,-0.569933637,0.522256151,1,0.064159717,0.942741379,0.997080014,-0.232405182,0.793669481,1,0
Barx2,ENSMUSG00000032033,2.272309696,0.070173603,0.318651066,3.662858999,0.003616499,0.530708085,-0.931727374,0.455165386,0.923911227,0.458821929,0.717045989,1,0
Mroh2a,ENSMUSG00000079429,-0.466942087,0.653342422,0.881810652,-0.349211466,0.736376337,1,-0.427352475,0.68133042,0.970751507,-0.309621853,0.765108102,1,0
Gm10644,ENSMUSG00000074219,0.663478372,0.291864552,0.634082281,-0.831610613,0.189185112,0.964658317,1.070441098,0.091116712,0.667748834,-0.424647886,0.499779233,1,0
F8,ENSMUSG00000031196,0.148575852,0.821229587,0.950058867,-0.978894691,0.138064219,0.962016865,0.7287137,0.271107213,0.827527678,-0.398756843,0.542916682,1,0
Adora2b,ENSMUSG00000018500,-1.186106,0.207383701,0.54616016,0.187146905,0.841004991,1,-1.531319593,0.103585811,0.680447111,-0.158066688,0.865451001,1,0
Birc5,ENSMUSG00000017716,-1.353122635,0.312592687,0.653997436,2.240192845,0.092649355,0.962016865,-2.914965962,0.029377911,0.490013149,0.678349518,0.611112883,1,0
Ccn4,ENSMUSG00000005124,-0.79231203,0.324405539,0.665588114,1.089147861,0.172262616,0.962016865,-1.638452238,0.041248191,0.550896942,0.243007654,0.761076936,1,0
Vps51,ENSMUSG00000024797,-0.347916484,0.759209088,0.925133393,0.311497059,0.783361523,1,-0.696767289,0.53930884,0.948003885,-0.037353746,0.973698296,1,0
Ddx11,ENSMUSG00000035842,-1.387263738,0.136595391,0.446405787,0.205754917,0.823509905,1,-1.71183324,0.066249446,0.618459416,-0.118814584,0.897514754,1,0
Ifi44,ENSMUSG00000028037,0.064462657,0.921216606,0.983125912,-0.796739729,0.22210875,0.97006561,0.436994708,0.504812924,0.93774399,-0.424207678,0.513418992,1,0
Gm43682,ENSMUSG00000107019,0.270911858,0.723601363,0.911017317,1.377821654,0.071422158,0.962016865,-0.939062915,0.218758828,0.792979385,0.167846881,0.826722479,1,0
Plk1,ENSMUSG00000030867,-0.691220556,0.400984362,0.730388334,1.312705087,0.110184212,0.962016865,-1.173925427,0.153598165,0.733141776,0.830000215,0.312693559,1,0
Gm42984,ENSMUSG00000104784,0.597154687,0.420234344,0.74318052,-0.781787403,0.291496139,0.982279162,0.627290058,0.398259729,0.903297156,-0.751652032,0.3093709,1,0
Gm10156,ENSMUSG00000066245,0.362131239,0.524697453,0.815265493,0.78694628,0.169378024,0.962016865,0.045119928,0.936844462,0.996802713,0.469934969,0.411736315,1,0
Dbf4,ENSMUSG00000002297,-0.424596154,NA,NA,0.824515575,NA,NA,-1.06390114,NA,NA,0.185210589,NA,NA,0
Zfp382,ENSMUSG00000074220,0.901922887,0.285628025,0.628807496,-1.366834512,0.105789925,0.962016865,0.987288274,0.243673132,0.81069115,-1.281469125,0.128442693,1,0
D830024N08Rik,ENSMUSG00000110580,0.951078728,0.410057212,0.736492981,-1.276613794,0.269017325,0.976047576,1.028831686,0.373432132,0.890101882,-1.198860837,0.298681089,1,0
Fam167b,ENSMUSG00000050493,-0.399930237,0.717908676,0.90914819,0.866108633,0.433035781,1,-1.039129695,0.34765628,0.876375788,0.226909175,0.837346196,1,0
BC018473,ENSMUSG00000056032,-1.469546247,0.517759354,0.811405871,-2.026774525,0.372292677,0.995916304,0.13447102,0.952875954,0.998007965,-0.422757258,0.852144485,1,0
Gm3325,ENSMUSG00000113836,-0.756778018,0.451478449,0.765570831,-0.533398819,0.59373494,1,-0.821792109,0.413925946,0.908862563,-0.598412911,0.549226777,1,0
Slc28a2b,ENSMUSG00000079071,0.727365208,0.526149665,0.815816325,-1.870706504,0.104973326,0.962016865,1.952328492,0.090772539,0.667748834,-0.645743221,0.57345839,1,0
Psmc3ip,ENSMUSG00000019303,-2.058737695,0.02581938,0.190955744,0.395122701,0.662240744,1,-2.632737736,0.004344708,0.220653444,-0.17887734,0.843328279,1,0
Myef2l,ENSMUSG00000049230,-0.975987052,0.122842582,0.420303984,-0.74678709,0.233759916,0.974532838,-0.509756552,0.422984082,0.911374403,-0.280556589,0.65271239,1,0
Gm2999,ENSMUSG00000115868,0.858530653,0.150577864,0.469755288,-0.736017988,0.22092595,0.97006561,1.124242503,0.061360438,0.611132346,-0.470306137,0.431300695,1,0
Cyp7b1,ENSMUSG00000039519,-0.511524239,0.609049776,0.860807361,1.943710063,0.050030645,0.954920445,-2.40712959,0.015714136,0.389272306,0.048104712,0.961459528,1,0
Gm9958,ENSMUSG00000054945,-0.445307803,0.420343674,0.743280028,0.40703346,0.457635106,1,-0.795530769,0.149988617,0.731391226,0.056810494,0.917433072,1,0
Tub,ENSMUSG00000031028,-0.711824037,0.620721132,0.866359081,0.772654711,0.590398957,1,-1.335015843,0.353242578,0.879463901,0.149462905,0.917097798,1,0
Ckap2,ENSMUSG00000037725,-0.758833995,0.558188869,0.834690156,2.206976707,0.086326374,0.962016865,-2.915756554,0.024087979,0.457760814,0.050054148,0.969052608,1,0
Slc52a3,ENSMUSG00000027463,-0.423012378,0.666166014,0.887873802,0.424373105,0.663973257,1,-0.950775306,0.331997841,0.870305329,-0.103389822,0.915746379,1,0
Col11a1,ENSMUSG00000027966,0.917980772,0.496466774,0.797519176,3.546459886,0.009114177,0.752262265,-0.957690385,0.477105773,0.928199428,1.670788728,0.22019036,1,0
Kif5c,ENSMUSG00000026764,0.435919051,0.527920911,0.816797048,-0.474401343,0.491801072,1,0.332428785,0.630831284,0.96648535,-0.577891609,0.40159489,1,0
Pln,ENSMUSG00000038583,-0.927453283,0.286284572,0.629412928,-1.063278982,0.220031322,0.97006561,-0.253538322,0.771578496,0.980672251,-0.389364021,0.652006559,1,0
Mrgprg,ENSMUSG00000050276,0.668942054,0.646198515,0.87938315,-1.072181638,0.460979574,1,0.064392803,0.964738167,0.998812687,-1.676730888,0.249157628,1,0
Gm45909,ENSMUSG00000110496,-0.556680917,0.625330784,0.86905497,-1.869040458,0.1014398,0.962016865,0.578669839,0.613344488,0.962717931,-0.733689702,0.518344899,1,0
Ptprv,ENSMUSG00000097993,-1.156387421,0.647528644,0.879622958,3.446548609,0.172004023,0.962016865,-3.807254077,0.131896089,0.712988591,0.795681953,0.752748448,1,0
Syce2,ENSMUSG00000003824,0.001230537,0.998828438,1,1.652042959,0.048810616,0.950013149,-0.975833791,0.24326096,0.810497185,0.67497863,0.42180379,1,0
Slc16a13,ENSMUSG00000044367,-0.968421114,0.384794458,0.717195117,-0.674974382,0.542479079,1,-0.983362289,0.377874469,0.893328971,-0.689915557,0.533257663,1,0
Tmem191,ENSMUSG00000055692,0.08596088,0.879325298,0.969075606,0.480694156,0.394073373,1,-0.426797095,0.450381703,0.92149309,-0.032063819,0.954724613,1,0
Faah,ENSMUSG00000034171,0.24295584,0.816370502,0.947216407,0.890753057,0.39453122,1,-0.409147824,0.695553609,0.972057351,0.238649393,0.81967947,1,0
Prr7,ENSMUSG00000034686,-0.404481956,0.700620705,0.901904557,1.430920562,0.170897348,0.962016865,-1.965522826,0.061015262,0.611060392,-0.130120308,0.901171817,1,0
Mettl21e,ENSMUSG00000046828,3.764823401,0.244905247,0.587196268,2.12259404,0.512674368,1,2.274667832,0.482040665,0.929672814,0.632438471,0.845442335,1,0
Tro,ENSMUSG00000025272,-0.134498622,0.853178755,0.960703387,-0.383172617,0.59577411,1,-0.402368052,0.580003717,0.958086507,-0.651042047,0.367177435,1,0
Tmie,ENSMUSG00000049555,0.669739139,0.444980825,0.760641313,1.012016767,0.248071358,0.974532838,-0.358394103,0.681988191,0.970751507,-0.016116475,0.985360684,1,0
Ssc4d,ENSMUSG00000029699,0.040842141,0.95652788,0.992099759,-0.80154946,0.28364114,0.981305383,0.148575792,0.84322994,0.988361655,-0.693815809,0.352052526,1,0
Efhc1,ENSMUSG00000041809,-0.626825315,0.493957308,0.795419397,-0.280396046,0.758394117,1,-0.746133778,0.415880489,0.909327766,-0.399704509,0.660794399,1,0
Gm36210,ENSMUSG00000110221,-0.278027207,0.81438191,0.946305946,-0.553423872,0.639574496,1,-0.298300273,0.801267484,0.983444808,-0.573696938,0.627098149,1,0
Chst8,ENSMUSG00000060402,0.181225771,0.806743568,0.944289922,-0.443416014,0.5497122,1,0.319667578,0.667006787,0.968854238,-0.304974207,0.679882437,1,0
mt-Ts2,ENSMUSG00000064365,1.12147113,0.278233096,0.621097457,1.645513896,0.111206049,0.962016865,-0.645906082,0.530854788,0.945868426,-0.121863316,0.906427487,1,0
D330041H03Rik,ENSMUSG00000073437,0.092357437,0.933212768,0.985672107,-1.034242666,0.348607564,0.98891856,0.666073994,0.546705887,0.950750359,-0.460526109,0.675564644,1,0
Dnajb6-ps,ENSMUSG00000091905,0.33176576,0.688288432,0.897301939,-0.932519215,0.260229848,0.976047576,0.682673967,0.410824178,0.908186789,-0.581611008,0.480925529,1,0
Galnt2,ENSMUSG00000089704,0.927500081,0.26895992,0.611278742,-0.155402794,0.853518893,1,0.872431783,0.299141924,0.846609052,-0.210471092,0.802256241,1,0
Zc3h12b,ENSMUSG00000035045,-0.355423205,0.662273309,0.88570512,-0.30583992,0.705945094,1,-0.40332069,0.620606835,0.963511731,-0.353737404,0.662130268,1,0
Ptprr,ENSMUSG00000020151,-0.254177364,0.7715658,0.930365219,-0.277798203,0.750462724,1,-0.243292364,0.7813935,0.981370564,-0.266913202,0.759603617,1,0
Ighd,ENSMUSG00000104213,0.819880812,0.290265566,0.633251198,-1.353420705,0.079579545,0.962016865,0.526171289,0.497516411,0.934483251,-1.647130227,0.032801718,1,0
Arl5c,ENSMUSG00000038352,0.412819818,0.532438065,0.819225301,-0.684566621,0.300496785,0.982391778,0.458740204,0.489241972,0.931128872,-0.638646235,0.332528201,1,0
Pcdhgb4,ENSMUSG00000103585,0.20650462,0.814553929,0.946305946,-1.590774826,0.071447346,0.962016865,0.888805309,0.315536191,0.85892925,-0.908474138,0.300428406,1,0
B230307C23Rik,ENSMUSG00000080717,0.522330861,0.379715085,0.71306429,-0.286449064,0.630887375,1,0.513875471,0.388960455,0.899635127,-0.294904454,0.61974521,1,0
Gm10516,ENSMUSG00000097316,1.005426084,0.096677336,0.373061757,-0.432764197,0.476710433,1,0.967329281,0.111097938,0.686116116,-0.470861,0.437366474,1,0
Slc16a4,ENSMUSG00000027896,0.338609792,0.560260374,0.835902046,-0.919304666,0.115361642,0.962016865,0.738281105,0.207778031,0.784369893,-0.519633353,0.369559282,1,0
Ntng1,ENSMUSG00000059857,-2.421315357,0.074593587,0.328006915,-1.106679522,0.410949978,1,-1.595179227,0.241093793,0.809637566,-0.280543392,0.83455467,1,0
Gm15510,ENSMUSG00000086604,2.670880305,0.062832342,0.301577908,1.367740695,0.341784174,0.988173535,1.366837756,0.340113337,0.873361462,0.063698146,0.964755676,1,0
Asf1b,ENSMUSG00000005470,0.054495762,0.923351072,0.983339272,0.77429704,0.170587726,0.962016865,-0.524927521,0.353146142,0.879463901,0.194873758,0.730669791,1,0
Prkcz,ENSMUSG00000029053,2.553928086,0.036226321,0.227079785,-1.710562269,0.16692426,0.962016865,3.975361342,0.001268655,0.110105803,-0.289129013,0.81320931,1,0
Gm45250,ENSMUSG00000110317,-0.991562998,0.174448972,0.50083557,0.677407787,0.348579664,0.98891856,-1.430485711,0.050001927,0.577119604,0.238485074,0.741498748,1,0
Ptp4a1,ENSMUSG00000117310,-0.440938824,0.411994196,0.737608569,-0.792661006,0.137911085,0.962016865,-0.486366978,0.366141651,0.887146125,-0.83808916,0.116244872,1,0
A930012O16Rik,ENSMUSG00000054181,-0.090560802,0.87955116,0.969075606,-0.292762248,0.623394626,1,-0.03947986,0.947506618,0.997793282,-0.241681306,0.684179019,1,0
Arhgef19,ENSMUSG00000028919,-0.800717644,0.551381666,0.829875312,1.600727413,0.231552969,0.974376355,-2.211486524,0.099444866,0.675197505,0.189958533,0.887260376,1,0
Pdzd7,ENSMUSG00000074818,1.082390704,0.130030706,0.434942801,-0.922717609,0.200842019,0.967822701,1.594819265,0.026771897,0.47829073,-0.410289048,0.566745781,1,0
Gm37310,ENSMUSG00000103047,-1.35128506,0.310882999,0.651963306,-2.278859603,0.086029968,0.962016865,-0.440254878,0.742125598,0.976143829,-1.36782942,0.301142057,1,0
2810403D21Rik,ENSMUSG00000086629,-0.333994679,0.730588111,0.912709373,-0.479298147,0.619386238,1,-0.622416601,0.521156286,0.941624666,-0.767720069,0.426148842,1,0
Chrna5,ENSMUSG00000035594,-1.029880502,0.217965874,0.557564617,-1.596060354,0.055698815,0.962016865,0.04098106,0.961208381,0.998007965,-0.525198792,0.525623632,1,0
2810039B14Rik,ENSMUSG00000099034,-1.000018492,0.301859892,0.643183964,1.043869418,0.277465975,0.9789613,-1.848958186,0.055974244,0.595939306,0.194929724,0.839483318,1,0
Zfp583,ENSMUSG00000030443,-0.133476741,0.841989979,0.956847984,0.61274213,0.355541444,0.991097614,-1.03338269,0.121549381,0.703180706,-0.287163819,0.666040671,1,0
Gm11518,ENSMUSG00000081604,0.526940035,0.292918584,0.635009513,0.407251234,0.416251543,1,0.018445065,0.970577766,1,-0.101243736,0.840131081,1,0
Gm14018,ENSMUSG00000084407,0.09534229,0.865587918,0.964204473,-0.386884443,0.492658589,1,0.262185058,0.643360761,0.968819509,-0.220041674,0.694830913,1,0
Gm34280,ENSMUSG00000109559,-1.990399647,0.023411154,0.180401525,-0.76670926,0.373254501,0.996526123,-1.728140923,0.049594407,0.577092596,-0.504450536,0.557037633,1,0
Gm16437,ENSMUSG00000024761,-0.238037659,0.60086538,0.856563956,-0.462679241,0.306145191,0.983462287,-0.090039839,0.844282671,0.988361655,-0.314681421,0.483076864,1,0
Hoxb6,ENSMUSG00000000690,-0.687742288,0.580204592,0.845596107,0.307176602,0.804362451,1,-1.013077573,0.415251794,0.909084096,-0.018158683,0.988316441,1,0
Dhh,ENSMUSG00000023000,-0.089479484,0.90674172,0.977379931,-0.309426994,0.684603186,1,-0.134893932,0.860044736,0.990920486,-0.354841442,0.640801027,1,0
Cenpf,ENSMUSG00000026605,-4.648398565,8.80E-05,0.010150732,1.123933046,0.305122143,0.983344957,-4.999450654,2.47E-05,0.007626795,0.772880956,0.480684726,1,0
Zbtb3,ENSMUSG00000071661,0.319701401,0.752686168,0.922625232,-0.576330149,0.569964161,1,0.363674878,0.720385252,0.973474862,-0.532356673,0.599244185,1,0
Fam161b,ENSMUSG00000021234,-0.437837945,0.719891225,0.909606241,-2.706587786,0.028022824,0.878467802,1.874044238,0.129061769,0.711571786,-0.394705603,0.745929407,1,0
Gpr65,ENSMUSG00000021886,0.414971201,0.587033795,0.849324059,0.614068183,0.421200368,1,-0.217540621,0.775544953,0.980924375,-0.018443639,0.980753122,1,0
Gm35558,ENSMUSG00000113662,-0.772081262,0.357462153,0.694135234,-1.388813904,0.098103585,0.962016865,0.297799048,0.724691888,0.973650488,-0.318933595,0.701826556,1,0
Glt28d2,ENSMUSG00000031286,1.966906961,0.017304947,0.153472636,0.69828621,0.400885509,1,1.294546007,0.116542759,0.693774121,0.025925256,0.97516496,1,0
Gm4924,ENSMUSG00000073427,0.771641767,0.321753192,0.662648241,-1.022413948,0.189601261,0.964658317,0.838193536,0.283208516,0.835005686,-0.955862179,0.218688132,1,0
Lamb3,ENSMUSG00000026639,0.405731349,0.717143384,0.908820859,-1.101508753,0.325451252,0.988173535,0.641464192,0.567580674,0.955944075,-0.86577591,0.438672908,1,0
Nap1l3,ENSMUSG00000055733,-0.376868123,0.708249317,0.904452838,-0.968467573,0.335358975,0.988173535,-0.009957724,0.99213113,1,-0.601557174,0.548551557,1,0
NA,ENSMUSG00000106106,0.520568555,0.550617189,0.829441148,1.235946566,0.156476909,0.962016865,0.100198866,0.908541167,0.994627617,0.815576877,0.349755775,1,0
Fam217a,ENSMUSG00000021414,0.430631749,0.744378787,0.919111025,-1.334432406,0.311779542,0.984770698,0.431197428,0.744280733,0.976766872,-1.333866727,0.311540009,1,0
Stc1,ENSMUSG00000014813,0.549590387,0.586620265,0.849218907,-1.29655392,0.202153746,0.967822701,1.550793772,0.127162507,0.70916221,-0.295350535,0.770106174,1,0
Gm32200,ENSMUSG00000103114,1.193115527,0.405599084,0.733177362,-0.835997519,0.560165353,1,1.017924781,0.478148891,0.928886443,-1.011188265,0.480844047,1,0
Ppih,ENSMUSG00000060288,-1.210238017,0.270249818,0.613383101,1.39210811,0.203892573,0.967822701,-1.481130536,0.177317776,0.753838762,1.121215591,0.306091866,1,0
