external_gene_name,gene,HU_No_Ex_vs_NL_No_Ex_log2FoldChange,HU_No_Ex_vs_NL_No_Ex_pvalue,HU_No_Ex_vs_NL_No_Ex_padj,HU_Ex_vs_NL_Ex_log2FoldChange,HU_Ex_vs_NL_Ex_pvalue,HU_Ex_vs_NL_Ex_padj,HU_No_Ex_vs_HU_Ex_log2FoldChange,HU_No_Ex_vs_HU_Ex_pvalue,HU_No_Ex_vs_HU_Ex_padj,NL_No_Ex_vs_NL_Ex_log2FoldChange,NL_No_Ex_vs_NL_Ex_pvalue,NL_No_Ex_vs_NL_Ex_padj
Gm7413,ENSMUSG00000112673,-4.938898663,0.245998115,NA,0,1,NA,0,1,NA,5.224093152,0.219779226,1
Gm19972,ENSMUSG00000112592,-4.177766396,0.327219125,NA,-4.05822542,0.342140084,NA,0,1,NA,0.310232972,0.94003771,1
Atp8b3,ENSMUSG00000003341,-4.30348132,0.312711675,NA,-3.137642434,0.46498857,NA,0,1,NA,1.356538602,0.743507649,1
Gm9583,ENSMUSG00000112893,6.189984037,0.145829592,NA,0,1,NA,5.856804682,0.168769015,NA,0,1,1
Gad1-ps,ENSMUSG00000090665,-4.27733641,0.315692954,NA,3.729271406,0.383928666,NA,-3.444076917,0.42134182,NA,4.562530899,0.284508136,1
Gm19181,ENSMUSG00000112863,-3.539206482,0.407589601,NA,-4.247971148,0.319698772,NA,0,1,NA,-0.51806831,0.900194623,1
Gm8942,ENSMUSG00000111964,0.177104833,0.935288282,NA,1.00483251,0.662050934,NA,0.414631398,0.851244527,NA,1.242359075,0.584238051,1
Lrrc10,ENSMUSG00000060187,5.661164875,0.183865029,NA,0,1,NA,5.327990657,0.211019482,NA,0,1,1
NA,ENSMUSG00000048544,-1.228105855,0.779038802,NA,5.148054212,0.226935304,NA,-4.862859723,0.253722806,NA,1.513300344,0.729547806,1
Gm34368,ENSMUSG00000109717,0,1,NA,-5.413774313,0.203449939,NA,0,1,NA,-5.746952134,0.177009738,1
Gm45537,ENSMUSG00000109606,-3.025911033,0.480081262,NA,-4.790715635,0.261003549,NA,0,1,NA,-1.574108533,0.703469214,1
4933405L10Rik,ENSMUSG00000013158,0,1,NA,1.271982634,0.758734867,NA,-4.439977701,0.297887236,NA,-3.691897384,0.389214175,1
4930578M07Rik,ENSMUSG00000110586,-4.379660769,0.30413194,NA,3.642693604,0.395310537,NA,-3.357499115,0.433347787,NA,4.664855258,0.27372305,1
Atp2c2,ENSMUSG00000034112,0,1,NA,-5.377969201,0.206481519,NA,0,1,NA,-5.711146675,0.179748149,1
2610042L04Rik,ENSMUSG00000079388,-4.788056478,0.26084357,NA,0,1,NA,0,1,NA,5.073250967,0.233507204,1
Gm48601,ENSMUSG00000114431,-3.218026316,0.452152945,NA,-4.646266943,0.275833933,NA,0,1,NA,-1.237545021,0.764566423,1
Gm49310,ENSMUSG00000115686,-2.804214897,0.513446347,NA,-4.633927006,0.277127319,NA,0,1,NA,-1.639012363,0.692439174,1
Cebpe,ENSMUSG00000052435,-1.030758791,0.809280622,NA,4.77978645,0.262363869,NA,-2.834045571,0.503907827,NA,2.97649967,0.488275946,1
Gm10860,ENSMUSG00000093634,-4.502507435,0.290631842,NA,3.421119236,0.425366484,NA,-3.135924747,0.464966569,NA,4.787701924,0.261152383,1
Gm36107,ENSMUSG00000115439,-4.739102543,0.265793152,NA,0,1,NA,0,1,NA,5.024297032,0.238091657,1
Gm7904,ENSMUSG00000111812,-4.30348132,0.312711675,NA,-3.436944969,0.422552906,NA,0,1,NA,1.057233161,0.79827624,1
Gm24347,ENSMUSG00000089336,5.226140413,0.22037182,NA,-3.471756324,0.417770294,NA,4.892935782,0.25120348,NA,-3.804960954,0.374517847,1
Gm16073,ENSMUSG00000079915,0,1,NA,2.100923222,0.612983865,NA,-4.794802519,0.260501128,NA,-3.217781614,0.454619932,1
Gm37663,ENSMUSG00000104469,-4.73713935,0.265992976,NA,2.426450637,0.575701683,NA,-2.141256148,0.621382086,NA,5.022333839,0.238276815,1
Dppa5a,ENSMUSG00000060461,0,1,NA,5.825163781,0.171048221,NA,-5.539969292,0.19297582,NA,0,1,1
Gm17944,ENSMUSG00000100060,-4.938898663,0.245998115,NA,0,1,NA,0,1,NA,5.224093152,0.219779226,1
Zic4,ENSMUSG00000036972,5.661164875,0.183865029,NA,0,1,NA,5.327990657,0.211019482,NA,0,1,1
Col6a4,ENSMUSG00000032572,5.661164875,0.183865029,NA,0,1,NA,5.327990657,0.211019482,NA,0,1,1
D030055H07Rik,ENSMUSG00000086296,-3.584002225,0.401590903,NA,-4.661178051,0.274276625,NA,0,1,NA,-0.886483919,0.829814423,1
Gm43732,ENSMUSG00000105856,4.600309343,0.281734918,NA,1.487046138,0.722123099,NA,0.222865094,0.957029375,NA,-2.890398111,0.503208156,1
Gm26448,ENSMUSG00000064380,-1.80883459,0.676451834,NA,5.623084724,0.186514057,NA,-5.337890235,0.209854832,NA,2.094029079,0.629020483,1
4933415A04Rik,ENSMUSG00000045877,-4.739102543,0.265793152,NA,0,1,NA,0,1,NA,5.024297032,0.238091657,1
NA,ENSMUSG00000072898,0,1,NA,5.825163781,0.171048221,NA,-5.539969292,0.19297582,NA,0,1,1
Gm11437,ENSMUSG00000051452,0,1,NA,-5.392083531,0.205282545,NA,0,1,NA,-5.725261141,0.178664899,1
Hsf5,ENSMUSG00000070345,-4.277340946,0.315692479,NA,-3.550326456,0.407094977,NA,0,1,NA,0.917710453,0.824317806,1
Nme1nme2,ENSMUSG00000091228,0,1,NA,5.247413956,0.217996907,NA,-4.962219467,0.244051246,NA,0,1,1
Gsdma,ENSMUSG00000017204,-4.938898663,0.245998115,NA,0,1,NA,0,1,NA,5.224093152,0.219779226,1
Gm11670,ENSMUSG00000086268,-2.542136273,0.554382433,NA,-0.806229984,0.846012377,NA,-3.135944407,0.464963707,NA,-1.400038118,0.736447775,1
NA,ENSMUSG00000097859,0,1,NA,-1.943051583,0.639589298,NA,-2.874009726,0.503947434,NA,-5.340963626,0.209946639,1
Gm5928,ENSMUSG00000113931,-3.736210312,0.381611329,NA,-4.589685176,0.281798756,NA,0,1,NA,-0.662783741,0.872274125,1
Gm48783,ENSMUSG00000114068,3.151119082,0.465651237,NA,-1.263045418,0.760568017,NA,-0.508727798,0.903613101,NA,-4.922892298,0.248337622,1
Gm48754,ENSMUSG00000113100,0,1,NA,-5.317147674,0.211706859,NA,0,1,NA,-5.650324557,0.184472531,1
H4c18,ENSMUSG00000069305,5.661164875,0.183865029,NA,0,1,NA,5.327990657,0.211019482,NA,0,1,1
H2bc7,ENSMUSG00000069268,-3.521863094,0.281613744,NA,-0.632369213,0.848847976,NA,-0.580539412,0.865274372,NA,2.308954469,0.465300287,1
Gm11382,ENSMUSG00000074973,0,1,NA,-0.846553975,0.837373485,NA,-3.816747931,0.371958718,NA,-5.187204223,0.22352692,1
Gm29676,ENSMUSG00000113689,-2.804209988,0.513446962,NA,4.812386045,0.259079728,NA,-4.527191556,0.288377804,NA,3.089404477,0.471561785,1
Gm48054,ENSMUSG00000113921,0,1,NA,-5.413774313,0.203449939,NA,0,1,NA,-5.746952134,0.177009738,1
C630044B11Rik,ENSMUSG00000114448,-2.662573773,0.53537576,NA,-5.025303243,0.23812436,NA,0,1,NA,-2.17203215,0.60020292,1
Gm34354,ENSMUSG00000114854,-3.025911096,0.480081253,NA,-4.889650511,0.251173551,NA,0,1,NA,-1.673044307,0.685722824,1
Gm6109,ENSMUSG00000113237,-4.370480472,0.305157422,NA,3.642693575,0.395310541,NA,-3.357499086,0.433347791,NA,4.655674961,0.274678967,1
Gm49251,ENSMUSG00000113344,0,1,NA,-5.31612127,0.211795861,NA,0,1,NA,-5.649298143,0.184553047,1
Myt1l,ENSMUSG00000061911,-3.540014328,0.407480946,NA,-4.629743057,0.277566788,NA,0,1,NA,-0.89903609,0.82749162,1
Gm29541,ENSMUSG00000101007,-2.954606966,0.490681921,NA,-4.977215966,0.242693649,NA,0,1,NA,-1.83191405,0.657785644,1
Slc26a4,ENSMUSG00000020651,5.865368875,0.168380028,NA,0,1,NA,5.532192674,0.193869667,NA,0,1,1
Gm15524,ENSMUSG00000089894,-3.583996968,0.401591517,NA,4.640134125,0.276761939,NA,-4.354939636,0.307361461,NA,3.869191457,0.36518581,1
Gm47766,ENSMUSG00000112336,0,1,NA,0.530318819,0.897668027,NA,-4.472491587,0.294317556,NA,-4.466075086,0.295701106,1
Gm26571,ENSMUSG00000096953,-4.938898663,0.245998115,NA,0,1,NA,0,1,NA,5.224093152,0.219779226,1
Gm18032,ENSMUSG00000113192,0,1,NA,2.001829811,0.629954468,NA,-4.687234672,0.271471088,NA,-3.209307178,0.455843293,1
NA,ENSMUSG00000089072,-4.124568405,0.333489008,NA,-4.022973376,0.346419253,NA,0,1,NA,0.292287884,0.943517958,1
Gm49188,ENSMUSG00000115300,-2.804209389,0.513447037,NA,5.388000961,0.205790947,NA,-5.102806472,0.230818086,NA,3.089403878,0.471561855,1
Gm20405,ENSMUSG00000092495,-3.801729374,0.373203842,NA,4.757686913,0.264606721,NA,-4.472492424,0.294317464,NA,4.086923863,0.338420947,1
Gm49503,ENSMUSG00000116009,-4.321788226,0.310635266,NA,3.834715188,0.370344457,NA,-3.549520699,0.406988978,NA,4.606982715,0.279787656,1
Gm49499,ENSMUSG00000116395,5.511904236,0.195842085,NA,-2.87644468,0.503888699,NA,5.178702612,0.224241933,NA,-3.209646303,0.455794494,1
Gm49272,ENSMUSG00000115329,-2.954604539,0.490682222,NA,-2.022586039,0.629553174,NA,-2.141280203,0.62137805,NA,-1.209261704,0.770369936,1
Gm15538,ENSMUSG00000083579,-1.228105666,0.779038813,NA,5.693638339,0.181000005,NA,-5.40844385,0.203843292,NA,1.513300155,0.729547812,1
Gm4279,ENSMUSG00000085732,-4.277338748,0.315692709,NA,-1.376422719,0.746758951,NA,-1.570518167,0.719698343,NA,1.330397862,0.748298471,1
Gm15530,ENSMUSG00000081651,-4.197093927,0.324960465,NA,-3.849576294,0.367967432,NA,0,1,NA,0.538211468,0.896265033,1
Gm49579,ENSMUSG00000116789,-1.808834986,0.676451789,NA,5.051817681,0.235841932,NA,-4.766623192,0.263344472,NA,2.094029475,0.629020443,1
Gm49570,ENSMUSG00000116669,6.189984037,0.145829592,NA,0,1,NA,5.856804682,0.168769015,NA,0,1,1
Fam3b,ENSMUSG00000022938,-4.938898663,0.245998115,NA,0,1,NA,0,1,NA,5.224093152,0.219779226,1
Gm17748,ENSMUSG00000101935,-3.736205202,0.381611915,NA,4.426581549,0.299818605,NA,-4.14138706,0.332035342,NA,4.021399691,0.346338115,1
H2-T27,ENSMUSG00000079492,1.485690708,0.726408399,NA,-2.26957236,0.569774434,NA,-1.56787678,0.705557434,NA,-5.323139848,0.193410239,1
Gm5093,ENSMUSG00000091742,5.913793483,0.164857433,NA,0.048312106,0.991121112,NA,3.81937913,0.366073682,NA,-2.046102247,0.639838102,1
Gata6os,ENSMUSG00000097222,0,1,NA,5.825163781,0.171048221,NA,-5.539969292,0.19297582,NA,0,1,1
NA,ENSMUSG00000097707,0,1,NA,0.649926397,0.87494755,NA,-4.347148849,0.308239435,NA,-4.221124769,0.323480737,1
Scarna17,ENSMUSG00000088689,-4.938898663,0.245998115,NA,0,1,NA,0,1,NA,5.224093152,0.219779226,1
Tex54,ENSMUSG00000090840,0,1,NA,-5.0691323,0.234013488,NA,0,1,NA,-5.402306774,0.2047008,1
Gm6365,ENSMUSG00000051548,1.236208067,0.717460329,NA,-0.081614889,0.978908447,NA,-2.231603215,0.49116472,NA,-3.549426171,0.277752802,1
Gm6545,ENSMUSG00000111118,0,1,NA,-1.307300889,0.752417488,NA,-3.135922162,0.464966945,NA,-4.967125369,0.244054747,1
Gm28836,ENSMUSG00000099343,5.597173763,0.188930821,NA,0,1,NA,5.264000167,0.216615576,NA,0,1,1
Gm37067,ENSMUSG00000104416,0,1,NA,-5.349589023,0.208907854,NA,0,1,NA,-5.682766221,0.181941187,1
Gm18301,ENSMUSG00000099569,-4.677555326,0.272108067,NA,-0.867310997,0.843994124,NA,0,1,NA,4.000962463,0.347542431,1
Gm29641,ENSMUSG00000101509,-4.675034141,0.272368938,NA,0,1,NA,0,1,NA,4.96022863,0.244187994,1
6820402A03Rik,ENSMUSG00000103706,-3.829684555,0.369652233,NA,-4.348290143,0.308237335,NA,0,1,NA,-0.327913028,0.936628952,1
Gm7776,ENSMUSG00000100018,0,1,NA,-5.3138004,0.211997209,NA,0,1,NA,-5.64697725,0.184735205,1
2610027F03Rik,ENSMUSG00000099957,0,1,NA,-5.3138004,0.211997209,NA,0,1,NA,-5.64697725,0.184735205,1
Gm28914,ENSMUSG00000102027,0,1,NA,5.760894256,0.175858248,NA,-5.475699767,0.198231335,NA,0,1,1
Gm37802,ENSMUSG00000103303,1.255677602,0.761115442,NA,0,1,NA,4.816350176,0.258803645,NA,3.655171815,0.392761608,1
Gm6058,ENSMUSG00000087632,-3.025911096,0.480081253,NA,-4.453821173,0.296481202,NA,0,1,NA,-1.237210736,0.765031469,1
Spta1,ENSMUSG00000026532,-3.8738822,0.364080412,NA,-4.007787368,0.348273253,NA,0,1,NA,0.05679027,0.989026904,1
Gm37490,ENSMUSG00000102211,-2.368989188,0.582261987,NA,4.89462116,0.250923747,NA,-4.609426671,0.279602901,NA,2.654183677,0.537692344,1
Gm37849,ENSMUSG00000102619,-4.123147535,0.33365749,NA,3.642691442,0.395310823,NA,-3.357496953,0.433348089,NA,4.408342024,0.301302662,1
Gm30280,ENSMUSG00000102248,0,1,NA,-5.349589023,0.208907854,NA,0,1,NA,-5.682766221,0.181941187,1
Ermn,ENSMUSG00000026830,5.597173763,0.188930821,NA,0,1,NA,5.264000167,0.216615576,NA,0,1,1
Gm13642,ENSMUSG00000086846,0,1,NA,5.474069671,0.198570287,NA,-5.188875182,0.222975166,NA,0,1,1
Avp,ENSMUSG00000037727,6.125733749,0.150097064,NA,0,1,NA,5.792555019,0.173531153,NA,0,1,1
Snord17,ENSMUSG00000077714,5.597173763,0.188930821,NA,0,1,NA,5.264000167,0.216615576,NA,0,1,1
Cfap61,ENSMUSG00000037143,-3.917011527,0.358694626,NA,3.898303026,0.362300756,NA,-3.613108537,0.39847775,NA,4.202206016,0.324779504,1
Gm14582,ENSMUSG00000086704,-4.023757597,0.345583784,NA,3.729269229,0.38392895,NA,-3.44407474,0.421342119,NA,4.308952086,0.31247566,1
Gm42843,ENSMUSG00000105293,-3.96603741,0.352634423,NA,-4.058227645,0.342139819,NA,0,1,NA,0.098503817,0.98095773,1
Strit1,ENSMUSG00000103476,0,1,NA,5.760894256,0.175858248,NA,-5.475699767,0.198231335,NA,0,1,1
Gm15442,ENSMUSG00000084370,0,1,NA,-1.324327033,0.749564346,NA,-3.031652715,0.480281147,NA,-4.879882066,0.252552953,1
H2ac20,ENSMUSG00000068855,0,1,NA,-5.349589023,0.208907854,NA,0,1,NA,-5.682766221,0.181941187,1
Gm42937,ENSMUSG00000104737,0,1,NA,-5.248455119,0.217723687,NA,0,1,NA,-5.581631335,0.189919254,1
4632404M16Rik,ENSMUSG00000106296,5.138933157,0.228285369,NA,-3.137644497,0.464988277,NA,4.805732619,0.259869934,NA,-3.470845035,0.418958392,1
Gm42702,ENSMUSG00000106443,0,1,NA,-5.005120581,0.240034632,NA,0,1,NA,-5.338294434,0.210177143,1
Gm29561,ENSMUSG00000100188,0,1,NA,5.760894256,0.175858248,NA,-5.475699767,0.198231335,NA,0,1,1
Gm43750,ENSMUSG00000106612,0,1,NA,-5.349589023,0.208907854,NA,0,1,NA,-5.682766221,0.181941187,1
Gm42705,ENSMUSG00000105324,-3.177189022,0.458011262,NA,-4.453819704,0.296481361,NA,0,1,NA,-1.08593281,0.792873368,1
Gm11878,ENSMUSG00000081810,-3.356777993,0.38233274,NA,-2.156023905,0.578263857,NA,0.190740587,0.961990356,NA,1.391494675,0.707831351,1
Bach2it1,ENSMUSG00000087049,-4.874732284,0.252238541,NA,0,1,NA,0,1,NA,5.159926773,0.225545785,1
Gm11934,ENSMUSG00000086127,0,1,NA,-1.569216993,0.705563343,NA,-2.87400639,0.503947941,NA,-4.9671257,0.244054718,1
Gm5859,ENSMUSG00000096862,4.380286935,0.304182541,NA,0.453646155,0.915716036,NA,2.676893343,0.522760195,NA,-1.249747437,0.774353065,1
2310081O03Rik,ENSMUSG00000085020,-4.675034141,0.272368938,NA,0,1,NA,0,1,NA,4.96022863,0.244187994,1
Gm11264,ENSMUSG00000087110,0,1,NA,-5.005120581,0.240034632,NA,0,1,NA,-5.338294434,0.210177143,1
Gm12419,ENSMUSG00000080303,-2.5017635,0.551353651,NA,1.056236985,0.81059913,NA,1.345685467,0.757007597,NA,4.903685952,0.249659484,1
Gm12722,ENSMUSG00000081819,0,1,NA,5.760894256,0.175858248,NA,-5.475699767,0.198231335,NA,0,1,1
Gm12869,ENSMUSG00000086041,-3.583997092,0.401591503,NA,4.533422585,0.288125559,NA,-4.248228096,0.319533171,NA,3.869191581,0.365185796,1
Pdzk1ip1,ENSMUSG00000028716,0,1,NA,5.565681183,0.191092044,NA,-5.280486694,0.21484065,NA,0,1,1
Dnali1,ENSMUSG00000042707,5.226136535,0.22037213,NA,3.15920065,0.462578931,NA,1.828228057,0.659836209,NA,0,1,1
Gjb4,ENSMUSG00000046623,-4.796226026,0.260023875,NA,0,1,NA,0,1,NA,5.081420514,0.232748332,1
Agmat,ENSMUSG00000040706,0,1,NA,5.606851349,0.187800309,NA,-5.32165686,0.211256143,NA,0,1,1
Gm13226,ENSMUSG00000083454,-1.21518306,0.681576353,NA,0.058437629,0.984151961,NA,-0.586204927,0.845108334,NA,0.687415762,0.812760837,1
Gm13167,ENSMUSG00000081671,5.801266928,0.173130519,NA,0,1,NA,5.468091349,0.199138064,NA,0,1,1
Cort,ENSMUSG00000028971,-3.692102303,0.387336757,NA,4.31152491,0.31276527,NA,-4.026330421,0.345852061,NA,3.977296792,0.351733677,1
Gm43023,ENSMUSG00000104912,-3.540012292,0.407481185,NA,-2.471953624,0.559631528,NA,-1.570520384,0.719697956,NA,-0.502461715,0.90319126,1
Gm16015,ENSMUSG00000087281,4.463424062,0.29659738,NA,1.763210949,0.675197702,NA,0.220555662,0.95753018,NA,-2.479657451,0.56780673,1
Gm43200,ENSMUSG00000105457,-3.58400235,0.401590886,NA,-4.46730526,0.295001252,NA,0,1,NA,-0.69260912,0.86671502,1
Gm43266,ENSMUSG00000107173,1.592495751,0.709781438,NA,-4.850856686,0.254996434,NA,3.011288905,0.484762412,NA,-3.432063533,0.41718577,1
NA,ENSMUSG00000088268,-1.228105691,0.779038812,NA,5.623079828,0.186514444,NA,-5.337885339,0.209855254,NA,1.51330018,0.729547811,1
Gm18593,ENSMUSG00000107162,-4.854592651,0.25421995,NA,0,1,NA,0,1,NA,5.13978714,0.227377993,1
Nmu,ENSMUSG00000029236,-4.675034141,0.272368938,NA,0,1,NA,0,1,NA,4.96022863,0.244187994,1
Gm43333,ENSMUSG00000105261,0,1,NA,0.024805416,0.99520615,NA,-4.044642945,0.343628489,NA,-4.543739846,0.287242302,1
E130006D01Rik,ENSMUSG00000085271,-4.874732284,0.252238541,NA,0,1,NA,0,1,NA,5.159926773,0.225545785,1
Gm42545,ENSMUSG00000107058,0,1,NA,-5.349589023,0.208907854,NA,0,1,NA,-5.682766221,0.181941187,1
Gm42908,ENSMUSG00000104940,-3.025911033,0.480081262,NA,-4.623524618,0.278220862,NA,0,1,NA,-1.406915892,0.73381485,1
Gm37415,ENSMUSG00000103864,-0.558494789,0.892585035,NA,0,1,NA,3.809968785,0.373749864,NA,4.462960885,0.295278694,1
Gm43483,ENSMUSG00000105289,-4.370484913,0.305156966,NA,-3.137641784,0.464988663,NA,0,1,NA,1.423542195,0.731271837,1
Pvrig,ENSMUSG00000109713,0,1,NA,-5.331803183,0.210439028,NA,0,1,NA,-5.664980208,0.183325744,1
Gm43152,ENSMUSG00000107152,-4.675034141,0.272368938,NA,0,1,NA,0,1,NA,4.96022863,0.244187994,1
Gm26833,ENSMUSG00000097406,-4.298249974,0.313306706,NA,-3.358697722,0.433420537,NA,0,1,NA,1.130249872,0.784791503,1
Gm20445,ENSMUSG00000092394,-4.518865344,0.28886543,NA,-2.146465539,0.620929913,NA,0,1,NA,2.563107057,0.540848593,1
Dppa3,ENSMUSG00000046323,-0.492763342,0.9051821,NA,0,1,NA,3.809969495,0.373749774,NA,4.39722951,0.302538397,1
Zim3,ENSMUSG00000108043,-3.413822176,0.424664115,NA,-4.696754627,0.27058563,NA,0,1,NA,-1.092239237,0.791286087,1
Ceacam16,ENSMUSG00000014686,0,1,NA,-3.106665876,0.462608165,NA,-1.570495539,0.719702285,NA,-5.201063732,0.222277368,1
Gm44632,ENSMUSG00000109351,-4.874732284,0.252238541,NA,0,1,NA,0,1,NA,5.159926773,0.225545785,1
5430400D12Rik,ENSMUSG00000097699,-3.218021244,0.452153565,NA,4.602789755,0.280702959,NA,-4.317595267,0.3115852,NA,3.503215733,0.413094668,1
Gm45807,ENSMUSG00000108991,-2.804209681,0.513447001,NA,3.443021807,0.416595526,NA,-4.82180854,0.257796391,NA,1.425422948,0.738439426,1
Or13a25,ENSMUSG00000059136,-3.63278441,0.395119546,NA,-4.438553631,0.29816294,NA,0,1,NA,-0.615075625,0.881504379,1
Gm45417,ENSMUSG00000109592,6.125733749,0.150097064,NA,0,1,NA,5.792555019,0.173531153,NA,0,1,1
Gm16210,ENSMUSG00000081608,-4.177761892,0.327219605,NA,3.729270551,0.383928777,NA,-3.444076062,0.421341937,NA,4.462956381,0.29527914,1
Oit3,ENSMUSG00000009654,0,1,NA,-0.518939906,0.900007066,NA,-3.764393367,0.37866863,NA,-4.80723559,0.2597872,1
5830468F06Rik,ENSMUSG00000098322,-4.874732284,0.252238541,NA,0,1,NA,0,1,NA,5.159926773,0.225545785,1
Gm10689,ENSMUSG00000074412,0.369794671,0.892735486,NA,0.037793017,0.987470344,NA,-2.068581793,0.424803096,NA,-2.400583446,0.349887596,1
Gm45253,ENSMUSG00000109612,5.801266928,0.173130519,NA,0,1,NA,5.468091349,0.199138064,NA,0,1,1
Gm31036,ENSMUSG00000110475,-3.801732897,0.373203441,NA,-2.126705221,0.616232352,NA,-1.57052036,0.719697961,NA,0.104507316,0.979825205,1
Gm10340,ENSMUSG00000071613,0,1,NA,-0.920961584,0.823641761,NA,-3.549519926,0.406989082,NA,-4.994383828,0.241441765,1
Gm49309,ENSMUSG00000115812,-0.437885035,0.920859741,NA,-4.938129303,0.246453373,NA,0,1,NA,-4.309524494,0.311803546,1
Gm46448,ENSMUSG00000115745,-4.30348132,0.312711675,NA,-2.87644624,0.503888468,NA,0,1,NA,1.617737333,0.697046525,1
Lrit2,ENSMUSG00000043418,0,1,NA,5.760894256,0.175858248,NA,-5.475699767,0.198231335,NA,0,1,1
Gm49306,ENSMUSG00000115060,-4.789366035,0.260712054,NA,0,1,NA,0,1,NA,5.074560524,0.23338544,1
Ear6,ENSMUSG00000062148,-3.177186479,0.458011572,NA,-1.800895387,0.667825472,NA,-2.141280211,0.621378049,NA,-0.764989119,0.853418577,1
Pebp4,ENSMUSG00000022085,0,1,NA,0.84696748,0.837201554,NA,-4.714495231,0.268661194,NA,-4.391430069,0.303989191,1
Gm47557,ENSMUSG00000111871,-4.217560309,0.322579871,NA,3.537756525,0.409379777,NA,-3.252562036,0.448163815,NA,4.502754798,0.290941435,1
Fdx2,ENSMUSG00000079677,-4.607985721,0.279369976,NA,1.056216324,0.810602764,NA,-0.771021835,0.861126972,NA,4.89318021,0.250685559,1
Mfrp,ENSMUSG00000034739,-3.025911096,0.480081253,NA,-4.796426259,0.260428934,NA,0,1,NA,-1.579819149,0.702440476,1
Gm39363,ENSMUSG00000111712,-4.277340946,0.315692479,NA,-3.358697937,0.433420508,NA,0,1,NA,1.109340832,0.788689168,1
Gm30849,ENSMUSG00000111666,4.946901181,0.246431063,NA,3.834711559,0.370344919,NA,0.873481794,0.832775982,NA,0,1,1
Rps2-ps11,ENSMUSG00000104280,-2.304344022,0.437325457,NA,-1.699891229,0.550489857,NA,-1.191048892,0.695797433,NA,-0.586596098,0.831819389,1
Gm26614,ENSMUSG00000097240,0,1,NA,0.190642375,0.963206535,NA,-4.007729274,0.348120162,NA,-4.340989216,0.309677775,1
NA,ENSMUSG00000096923,-3.369974781,0.430733104,NA,-0.146568689,0.971849914,NA,-3.357523082,0.433344436,NA,-0.13411699,0.974186432,1
Sun3,ENSMUSG00000040985,0,1,NA,-5.349589023,0.208907854,NA,0,1,NA,-5.682766221,0.181941187,1
Hmgb1-ps3,ENSMUSG00000081455,-1.577364139,0.525753158,NA,-0.150070951,0.950230574,NA,-0.973390871,0.70024458,NA,0.453902316,0.847465166,1
Cryba1,ENSMUSG00000000724,-1.953324628,0.651626724,NA,-4.892518056,0.250892597,NA,0,1,NA,-2.748487929,0.510550825,1
NA,ENSMUSG00000098813,-3.387532708,0.428296771,NA,2.253754783,0.591464177,NA,-4.209509578,0.324027377,NA,1.431777914,0.733639435,1
Gm11628,ENSMUSG00000082487,5.149552612,0.227310821,NA,3.834713299,0.370344698,NA,1.076131485,0.794628235,NA,0,1,1
Gm47127,ENSMUSG00000113185,-4.023762089,0.345583291,NA,-3.728386357,0.383519012,NA,0,1,NA,0.486072428,0.906374437,1
Gm48706,ENSMUSG00000114555,0,1,NA,-5.005120581,0.240034632,NA,0,1,NA,-5.338294434,0.210177143,1
Gm5626,ENSMUSG00000113660,5.138928974,0.228285709,NA,3.421115668,0.425366979,NA,1.479105477,0.721257123,NA,0,1,1
Gm48876,ENSMUSG00000114869,0.448315921,0.913495878,NA,0,1,NA,4.468694637,0.295328584,NA,4.114879044,0.33507933,1
Gm48076,ENSMUSG00000112664,-4.285638468,0.314744272,NA,-3.137635974,0.464989512,NA,0,1,NA,1.338702384,0.74677552,1
4921511I17Rik,ENSMUSG00000114136,0,1,NA,2.987006853,0.473677489,NA,-5.263702672,0.216314585,NA,-2.800598137,0.516998264,1
Gm49329,ENSMUSG00000113642,-1.319965437,0.760486946,NA,1.840167274,0.6537874,NA,-4.787299036,0.256737248,NA,-1.627166324,0.699454661,1
2410018L13Rik,ENSMUSG00000073164,-1.298935892,0.76633643,NA,5.430099931,0.202235362,NA,-5.144905442,0.226957471,NA,1.584130381,0.717040329,1
Gm48080,ENSMUSG00000113325,0,1,NA,5.183419187,0.223724047,NA,-4.898224698,0.250249967,NA,0,1,1
Gm19056,ENSMUSG00000112124,0,1,NA,-5.307094655,0.212579752,NA,0,1,NA,-5.64027144,0.185262271,1
Gm48369,ENSMUSG00000113349,0,1,NA,-2.095361292,0.61487511,NA,-2.553705444,0.553851074,NA,-5.172969053,0.224815666,1
NA,ENSMUSG00000097703,-0.190954882,0.942809989,NA,1.550682355,0.579546708,NA,0.144327413,0.957169361,NA,1.885964649,0.496634518,1
Gm48771,ENSMUSG00000113159,-2.542139504,0.554382027,NA,-4.977219972,0.24269327,NA,0,1,NA,-2.244381512,0.588549048,1
Gm16087,ENSMUSG00000086319,0,1,NA,0.084212345,0.98375019,NA,-3.901299371,0.361281068,NA,-4.340989344,0.309677763,1
Gm2245,ENSMUSG00000089647,0,1,NA,-0.788977816,0.848316954,NA,-3.816747434,0.371958781,NA,-5.129627568,0.228772503,1
9330182O14Rik,ENSMUSG00000094112,0,1,NA,5.183419187,0.223724047,NA,-4.898224698,0.250249967,NA,0,1,1
Gsdmc4,ENSMUSG00000055748,-1.367157641,0.75414232,NA,-5.066919996,0.234219746,NA,0,1,NA,-3.509052857,0.405233473,1
Mpped1,ENSMUSG00000041708,4.840366527,0.256930225,NA,-3.719457161,0.384680752,NA,4.507163237,0.291122642,NA,-4.052660451,0.343559005,1
